País,Entidad,Tipo convocatoria,Título,Links pdf,Link,id_proy_viejo,ID Proyecto,Fecha
Brasil,fapergs,Formación,Edital 02/2012 - Programa de Bolsas de Estudo no Instituto Pasteur da Coreia do Sul,"https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090522-20120119135904edital-2012-02-edital-bolsas-estudo-instituto-pasteur-coreia.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090523-20120308151259edital-2012-02-edital-bolsas-estudo-instituto-pasteur-coreia-lista-preliminar.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090523-20120316172848edital-2012-02-edital-bolsas-estudo-instituto-pasteur-coreia-lista-final.pdf",https://fapergs.rs.gov.br/edital-02-2012-programa-de-bolsas-de-estudo-no-instituto-pasteur-da-coreia-do-sul,text1090.txt,text3197.txt,2012
Brasil,fapergs,Investigación-Innovación,Edital 03/2012 - ARD,"https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090523-20120206134151edital-2012-03-ard.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090524-20120411140611edital-2012-03-ard-aditivo.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090524-20120816181059edital-2012-03-ard-lista-preliminar.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090524-20120821142145edital-2012-03-ard-lista-de-avaliadores.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090524-20120821143307edital-2012-03-ard-criterios-de-analise.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090525-20120917131927edital-2012-03-ard-segundo-aditivo.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090525-20120921112750edital-2012-03-ard-lista-final.pdf",https://fapergs.rs.gov.br/edital-03-2012-ard,text1160.txt,text3198.txt,2012
Brasil,fapergs,Investigación-Innovación,Edital 04/2012 - PQG,"https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090525-20120206135025edital-2012-04-pqg-edital.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090526-20120411142905edital-2012-04-pqg-edital-aditivo.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090526-20120816181259edital-2012-04-pqg-edital-lista-premliminar-pqg.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090526-20120821142231edital-2012-04-pqg-lista-de-avaliadores.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090526-20120821143356edital-2012-04-pqg-criterios-de-analise.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090526-20120917132331edital-2012-04-pqg-segundo-aditivo.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090526-20120921113346edital-2012-04-pqg-lista-final.pdf",https://fapergs.rs.gov.br/edital-04-2012-pqg,text1161.txt,text3199.txt,2012
Brasil,fapergs,Eventos,Edital 05/2012 - AOE,"https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090527-20120206135943edital-2012-05-aoe-edital.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090527-20120411143047edital-2012-05-aoe-edital-aditivo.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090527-20120521170845edital-2012-05-aoe-edital-segundo-aditivo.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090528-20120529100904edital-2012-05-aoe-aviso-lista-preliminar.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090528-20120611174307edital-2012-05-aoe-lista-final.pdf",https://fapergs.rs.gov.br/edital-05-2012-aoe,text1225.txt,text3200.txt,2012
Brasil,fapergs,Investigación-Innovación,Edital 06/2012 - INRIA,"https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090531-20120217143307edital-2012-06-inria-edital.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090532-20120719141422edital-2012-06-inria-resultado-final.pdf",https://fapergs.rs.gov.br/edital-06-2012-inria,text1162.txt,text3201.txt,2012
Brasil,fapergs,Subsidios,Edital 07/2012 - Programa de Complementação de Bolsas de Pós-Doutorado,"https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090532-20120229170823edital-2012-07-programa-complementacao-bolsas-de-posdoutorado-edital.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090532-20120411143237edital-2012-07-programa-complementacao-bolsas-de-posdoutorado-edital-aditivo.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090532-20120524095023edital-2012-07-programa-complementacao-bolsas-de-posdoutorado-edital-aditivoii.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090533-20120530100102edital-2012-07-programa-complementacao-bolsas-de-posdoutorado-edital-divulgacao-preliminar.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090533-20120612175555edital-2012-07-programa-complementacao-bolsas-de-posdoutorado-resultado-final.pdf",https://fapergs.rs.gov.br/edital-07-2012-programa-de-complementacao-de-bolsas-de-pos-doutorado,text1204.txt,text3202.txt,2012
Brasil,fapergs,Subsidios,Edital 08/2012 - Programa de Bolsas de Pós-Doutorado em Inovação Tecnológica,"https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090533-20120229172034edital-2012-08-programa-bolsas-posdoutorado-em-inovacao-tecnologica-edital.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090533-20120229172353edital-2012-08-programa-bolsas-posdoutorado-em-inovacao-tecnologica-anexo-iii.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090534-20120411143629edital-2012-08-programa-bolsas-posdoutorado-em-inovacao-tecnologica-edital-aditivo.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090534-20120524095134edital-2012-08-programa-bolsas-posdoutorado-em-inovacao-tecnologica-edital-aditivoii.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090534-20120528180321edital-2012-08-programa-bolsas-posdoutorado-em-inovacao-tecnologica-divulgacao-preliminar.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090534-20120612175707edital-2012-08-programa-bolsas-posdoutorado-em-inovacao-tecnologica-resultado-final.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090534-20120615173621edital-2012-08-programa-bolsas-posdoutorado-em-inovacao-tecnologica-terceiro-aditivo.pdf",https://fapergs.rs.gov.br/edital-08-2012-programa-de-bolsas-de-pos-doutorado-em-inovacao-tecnologica,text1205.txt,text3203.txt,2012
Brasil,fapergs,Subsidios,Edital 09/2012 - DOCFIX,"https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090535-20120525180241edital-2012-09-docfix.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090536-20120531154510edital-2012-09-docfix-aditivo.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090536-20120704142839edital-2012-09-docfix-segundo-aditivo-sumula.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090536-20120727141543edital-2012-09-docfix-terceiro-aditivo.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090536-20120820085837edital-2012-09-docfix-lista-preliminar.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090536-20120821144905edital-2012-09-docfix-criterios-de-analise-e-lista-de-avaliadores.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090536-20120905163600edital-2012-09-docfix-quarto-aditivo.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090537-20120919213929edital-2012-09-docfix-lista-final.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090537-20130222104340edital-2012-09-docfix-prazo-substituicao-bolsista.pdf",https://fapergs.rs.gov.br/edital-09-2012-docfix,text1206.txt,text3204.txt,2012
Brasil,fapergs,Investigación-Innovación,Edital 10/2012 - PROCOREDES IX,"https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090537-20120619143912edital-2012-10-procoredes.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090538-20120711153211edital-2012-10-procoredes-aditivo.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090538-20120801144648edital-2012-10-regulamento-bit.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090538-20120801144648edital-2012-10-regulamento-bet.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090539-20120817155707edital-2012-10-procoredes-segundo-aditivo.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090539-20120830165225edital-2012-10-lista-preliminar.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090539-20120918175206edital-2012-10-procoredes-lista-final.pdf",https://fapergs.rs.gov.br/edital-10-2012-procoredes-ix,text1163.txt,text3205.txt,2012
Brasil,fapergs,Eventos,Edital 11/2012 - AOE 2,"https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090539-20120702180341edital-2012-11-aoe2.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090539-20120910161656edital-2012-11-aoe2-aditivo.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090540-20121010141710edital-2012-11-aoe2-lista-final.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090540-20121113104939edital-2012-11-aoe2-manual-termo-outorga.pdf",https://fapergs.rs.gov.br/edital-11-2012-aoe-2,text1226.txt,text3206.txt,2012
Brasil,fapergs,Formación,Edital 12/2012 - ProUni RS,"https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090541-20120918165457edital-2012-12-prounirs.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090541-20121004175210resolucao-conselho-gestor-01-02-2012.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090542-20121004175335resolucoes-conselho-gestor-03-04-05-e-06-2012.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090542-20121004175335lei-n-14-038-fl-01.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090542-20121004175335lei-n-14-038-fl-02.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090542-20121031144533edital-2012-12-prounirs-lista-instituicoes.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090542-20130110140526edital-2012-12-prounirs-lista-preliminar.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090543-20130131175037edital-2012-12-prounirs-lista-final.pdf",https://fapergs.rs.gov.br/edital-12-2012-prouni-rs,text1091.txt,text3207.txt,2012
Brasil,fapergs,Formación,Edital 13/2012 - Mestrado CMH,"https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090543-20121205143248manual-submeter-proposta-cmh.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090543-20121214170249edital-13-2012-mestrado-cmh-nov-2012.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090543-20121214170249edital-13-2012-mestrado-cmh-retificacao.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090544-20130222181433edital-13-2012-mestrado-cmh-divulgacao.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090544-20130308160729edital-13-2012-mestrado-cmh-resultado-final.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090544-20130312175330edital-13-2012-mestrado-cmh-manual-como-enviar-anexo-ii.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090546-20130522150728como-enviar-a-documentacao-complementar-edital-13-cmh.pdf",https://fapergs.rs.gov.br/edital-13-2012-mestrado-cmh,text1092.txt,text3208.txt,2012
Brasil,fapergs,Formación,Edital 14/2012 - Mestrado,"https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090546-20121205143515manual-submeter-proposta-bmt.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090547-20121214170721edital-14-2012-mestrado-nov-2012.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090547-20121214170721edital-14-2012-mestrado-retificacao.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090547-20130225180924edital-14-2012-mestrado-cotas.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090548-20130308160117edital-14-2012-mestrado-divulgacao-final.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090548-20130312175620edital-14-2012-mestrado-manual-como-enviar-anexo-ii.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090548-20130522153241como-enviar-a-documentacao-complementar-edital-14-bmt.pdf",https://fapergs.rs.gov.br/edital-14-2012-mestrado,text1093.txt,text3209.txt,2012
Brasil,fapergs,Formación,Edital 15/2012 - Doutorado,"https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090549-20121205143824manual-submeter-proposta-bdr.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090550-20121214171226edital-15-2012-doutorado-nov-2012-retificacao.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090550-20121217165240edital-15-2012-doutorado-nov-2012.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090550-20130225093006edital-15-2012-doutorado-divulgacao.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090550-20130308160334edital-15-2012-doutorado-divulgacao-final.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090550-20130312175824edital-15-2012-doutorado-manual-como-enviar-anexo-ii.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090551-20130522153930como-enviar-a-documentacao-complementar-edital-15-bdr.pdf",https://fapergs.rs.gov.br/edital-15-2012-doutorado,text1094.txt,text3210.txt,2012
Brasil,fapergs,Investigación-Innovación,Edital 16/2012 - FDRH,"https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090551-20121207154425edital-16-2012-fdrh.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090551-20121214171729edital-16-2012-doutorado-retificacao.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090552-20121220091952manual-submeter-proposta-fdrh.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090552-20130315112250edital-16-2012-fdrh-lista-preliminar.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090552-20130401164022edital-16-2012-fdrh-lista-final.pdf",https://fapergs.rs.gov.br/edital-16-2012-fdrh,text1164.txt,text3211.txt,2012
Brasil,fapergs,Subsidios,Edital 17/2012 - DTI,"https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090553-20130107110223edital-2012-17-dti.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090553-20130424094114edital-2012-17-dti-lista-preliminar.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090553-20130524141840edital-2012-17-dti-primeiro-aditivo.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090553-20130524141913edital-2012-17-dti-segundo-aditivo.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090553-20130527140743edital-2012-17-dti-lista-final.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090553-20130611172229edital-2012-17-dti-terceiro-aditivo.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090554-20131106180825edital-2012-17-dti-regulamento.pdf",https://fapergs.rs.gov.br/edital-17-2012-dti,text1207.txt,text3212.txt,2012
Brasil,fapergs,Subsidios,Edital 18/2012 - Pesquisador Visitante Sênior,"https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090554-20130104171317edital-pvsrs-18-2012.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090554-20130124141409edital-pvsrs-18-2012-retificacao.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090554-20130424095234edital-2012-18-pvs-lista-preliminar.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090555-20130524140805edital-pvsrs-18-2012-segundo-ativo.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090555-20130828152056edital-2012-18-pvs-lista-final.pdf",https://fapergs.rs.gov.br/edital-18-2012-pesquisador-visitante-senior,text1208.txt,text3213.txt,2012
Brasil,fapergs,Formación,PROBIC,"https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090528-20120206141447probic-2012-1.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090529-20120411143518probic-2012-1-aditivo.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090529-20120511152606probic-2012-1-quotas.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090529-20120531173301probic-2012-1-lista-final-quotas.pdf",https://fapergs.rs.gov.br/probic-5a325b16cb200,text1095.txt,text3214.txt,2012
Brasil,fapergs,Formación,PROBIT,"https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090530-20120206143431probiti-2012-1.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090531-20120411143758probiti-2012-1-aditivo.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090531-20120511152641probiti-2012-1-quotas.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171205/14090531-20120531142536probiti-2012-1-lista-final-quotas.pdf",https://fapergs.rs.gov.br/probit,text1096.txt,text3215.txt,2012
Brasil,fapergs,Investigación-Innovación,CHAMADA MCTI/CNPq/FAPs Nº 34/2012 - Programa de Pesquisa Ecológica de Longa Duração - PELD,,https://fapergs.rs.gov.br/chamada-mcti-cnpq-faps-n-34-2012-programa-de-pesquisa-ecologica-de-longa-duracao-peld,text1165.txt,text3216.txt,2012
Brasil,fapergs,Subsidios,Edital 12/2010 - Doutor na Empresa,"https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090651-20110321154059edital-2010-12-dr-empresa.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090651-20110321154438edital-2010-12-dr-empresa-primeiro-aditivo.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090651-20110321154438edital-2010-12-dr-empresa-segundo-aditivo.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090651-20110321154438edital-2010-12-dr-empresa-terceiro-aditivo.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090651-20110401160608edital-2010-12-aviso-anexo-iv.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090652-20110405143259edital-2010-12-anexo-i-cadastro-de-informacoes-mpe.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090652-20110405143259edital-2010-12-anexo-ii-regularidade-mpe.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090652-20110405143259edital-2010-12-anexo-iii-formulario-cadastro-de-bolsista.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090652-20110405143259edital-2010-12-anexo-iv-termo-de-compromisso-bolsista.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090652-20110405143259regulamento-bolsa-bde-doutor-na-empresa.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090653-20110513155016edital-2010-12-dr-empresa-divulgacao-resultados.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090653-20110530164205fapergs-divulgacao-final-resultados-dr-empresa.pdf",https://fapergs.rs.gov.br/edital-12-2010-doutor-na-empresa,text1209.txt,text3217.txt,2011
Brasil,fapergs,Investigación-Innovación,Edital 01/2011 - ARD,"https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090642-20110318145952edital-2011-01-ard-edital.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090642-20110602141311demanda-editais-2011-ard.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090642-20110715143917ard-lista-site.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090643-20110811142945edital-001-2011-ard-lista-final.pdf",https://fapergs.rs.gov.br/edital-01-2011-ard,text1166.txt,text3218.txt,2011
Brasil,fapergs,Investigación-Innovación,Edital 02/2011 - PQG,"https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090643-20110318151020edital-2011-02-pqg.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090643-20110602141336demanda-editais-2011-pqg.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090644-20110715143948pqg-lista-site.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090644-20110801152012pqg-lista-final.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090644-20110811143024edital-002-2011-pqg-lista-complementar.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090644-20111222173547edital-02-2011-pqg.pdf",https://fapergs.rs.gov.br/edital-02-2011-pqg,text1167.txt,text3219.txt,2011
Brasil,fapergs,Investigación-Innovación,Edital 03/2011 - PRONEM,"https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090644-20110318151500edital-2011-03-pronem.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090645-20110602141405demanda-editais-2011-pronem.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090645-20110715143511aditivo-pronem-normal.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090645-20110811141720edital-pronem-003-2011-divulgacao-preliminar.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090645-20110822162940segundo-aditivo-03-2011-pronem.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090646-20110829174816edital-2011-03-pronem-divulgacao-pos-recursos.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090646-20110923111355edital-2011-03-pronem-divulgacao-final.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090646-20111004115304edital-2011-03-pronem-divulgacao-final-complementar.pdf",https://fapergs.rs.gov.br/edital-03-2011-pronem,text1168.txt,text3220.txt,2011
Brasil,fapergs,Eventos,Edital 04/2011 - AOE,"https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090646-20110318152159edital-2011-04-aoe.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090647-20110512091308edital-2011-04-aoe-divulgacao-preliminar.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090647-20110527162822edital-2011-04-aoe-divulgacao-final.pdf",https://fapergs.rs.gov.br/edital-04-2011-aoe,text1227.txt,text3221.txt,2011
Brasil,fapergs,Investigación-Innovación,Edital 05/2011 - INRIA,"https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090647-20110318152450edital-2011-05-inria.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090648-20110329173239edital-aditivo-sumula-inria-2803.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090648-20110512095354edital-2011-05-inria-nao-houve-propostas-qualificada.pdf",https://fapergs.rs.gov.br/edital-05-2011-inria,text1169.txt,text3222.txt,2011
Brasil,fapergs,Eventos,Edital 06/2011 - AOE2,"https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090653-20110804140613edital-06-2011-aoe2.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090653-20111006163654resultado-preliminar-lista.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090654-20111021141604edital-2011-06-aoe2-lista-final.pdf",https://fapergs.rs.gov.br/edital-06-2011-aoe2,text1228.txt,text3223.txt,2011
Brasil,fapergs,Investigación-Innovación,Edital 07/2011 - ALI,"https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090654-20110712171154edital-ali-007-2011.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090654-20110831151632edital-2011-07-ali-resultado-1a-fase.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090655-20110908135336edital-2011-07-ali-resultado-1a-fase-pos-recursos.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090655-20110908135735edital-2011-07-ali-convocaco-para-prova-conhecimentos.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090655-20110913151815edital-2011-07-ali-gabarito-conhecimentos.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090655-20110916174811gabarito-conhecimentos-oficial.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090655-20110916174811resultado-ali-2-fase.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090656-20110923111836edital-2011-07-ali-convocacao-dinamica.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090656-20110929160300edital-2011-ali-3-fase-selecao.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090656-20111007153436edital-07-2011-divulgacao-final-ali-2011.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090656-20111118154026edital-07-2011divulgacao-para-fase-de-execucao.pdf",https://fapergs.rs.gov.br/edital-07-2011-ali,text1170.txt,text3224.txt,2011
Brasil,fapergs,Formación,Edital 08/2011 - IP-K,"https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090657-20111020085752edital-2011-08-ipk.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090657-20111222163924edital-08-2011-ip-k-lista-preliminar-site.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090657-20120109175257edital-2011-08-ipk-versao1-lista-final.pdf",https://fapergs.rs.gov.br/edital-08-2011-ip-k,text1097.txt,text3225.txt,2011
Brasil,fapergs,Formación,Edital 09/2011 - Mestrado,"https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090657-20111031165912edital-2011-09-mestrado.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090658-20120106152528edital-2011-09-mestrado-primeiro-aditivo.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090658-20120113165054edital-2011-09-mestrado-segundo-aditivo.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090658-20120127133843edital-2011-09-mestrado-cotas-aprovadas.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090658-20120216164043edital-2011-09-mestrado-terceiro-aditivo.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090659-20120216164125edital-2011-09-mestrado-resultado-final.pdf",https://fapergs.rs.gov.br/edital-09-2011-mestrado,text1098.txt,text3226.txt,2011
Brasil,fapergs,Formación,Edital 10/2011 - Doutorado,"https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090659-20111031170008edital-2011-10-doutorado.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171206/14090659-20120106152637edital-2011-10-doutorado-primeiro-aditivo.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171207/14090700-20120113165330edital-2011-10-doutorado-segundo-aditivo.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171207/14090700-20120127133932edital-2011-10-doutorado-cotas-aprovadas.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171207/14090700-20120216164337edital-2011-10-doutorado-terceiro-aditivo.pdf, https://fapergs.rs.gov.br/upload/arquivos/carga20171207/14090700-20120216164337edital-2011-10-doutorado-resultado-final.pdf",https://fapergs.rs.gov.br/edital-10-2011-doutorado,text1099.txt,text3227.txt,2011
